user_id,user_group,rank,item_id,score
446,Casual User,10,5214,4.4872794
447,Casual User,1,5306,4.7636127
447,Casual User,2,5300,4.753728
447,Casual User,3,5303,4.750235
447,Casual User,4,5302,4.7412553
447,Casual User,5,5298,4.724634
447,Casual User,6,5194,4.5005608
447,Casual User,7,5427,4.4976954
447,Casual User,8,5201,4.4973392
447,Casual User,9,5052,4.4941964
447,Casual User,10,5101,4.493724
448,Casual User,1,5306,4.7629766
448,Casual User,2,5300,4.7530184
448,Casual User,3,5303,4.749644
448,Casual User,4,5302,4.740633
448,Casual User,5,5298,4.724005
448,Casual User,6,5194,4.500257
448,Casual User,7,5201,4.4971185
448,Casual User,8,5427,4.4969935
448,Casual User,9,5101,4.493829
448,Casual User,10,5203,4.4917727
449,Casual User,1,5306,4.7637897
449,Casual User,2,5300,4.753842
449,Casual User,3,5303,4.75041
449,Casual User,4,5302,4.741409
449,Casual User,5,5298,4.724943
449,Casual User,6,5194,4.4998865
449,Casual User,7,5427,4.498508
449,Casual User,8,5201,4.497121
449,Casual User,9,5052,4.494066
449,Casual User,10,5101,4.4928293
450,Casual User,1,5306,4.7626886
450,Casual User,2,5300,4.7527924
450,Casual User,3,5303,4.7493644
450,Casual User,4,5302,4.740344
450,Casual User,5,5298,4.7236843
450,Casual User,6,5194,4.500834
450,Casual User,7,5201,4.4973836
450,Casual User,8,5427,4.4964757
450,Casual User,9,5052,4.494056
450,Casual User,10,5101,4.4937496
451,Casual User,1,5306,4.759624
451,Casual User,2,5300,4.7494473
451,Casual User,3,5303,4.7465525
451,Casual User,4,5302,4.737381
451,Casual User,5,5298,4.72081
451,Casual User,6,5194,4.49892
451,Casual User,7,5201,4.496067
451,Casual User,8,5427,4.493416
451,Casual User,9,5203,4.490653
451,Casual User,10,5101,4.490523
452,Casual User,1,5306,4.763144
452,Casual User,2,5300,4.7530985
452,Casual User,3,5303,4.7498403
452,Casual User,4,5302,4.7408404
452,Casual User,5,5298,4.7242956
452,Casual User,6,5194,4.4989614
452,Casual User,7,5427,4.4976377
452,Casual User,8,5201,4.4963717
452,Casual User,9,5052,4.4929147
452,Casual User,10,5101,4.49182
453,Casual User,1,5306,4.7623115
453,Casual User,2,5300,4.7522535
453,Casual User,3,5303,4.749091
453,Casual User,4,5302,4.740093
453,Casual User,5,5298,4.723435
453,Casual User,6,5194,4.4985714
453,Casual User,7,5427,4.4962897
453,Casual User,8,5201,4.4958663
453,Casual User,9,5052,4.491459
453,Casual User,10,5203,4.49055
454,Casual User,1,5306,4.759601
454,Casual User,2,5300,4.7494583
454,Casual User,3,5303,4.7465453
454,Casual User,4,5302,4.737396
454,Casual User,5,5298,4.720773
454,Casual User,6,5194,4.498831
454,Casual User,7,5201,4.495902
454,Casual User,8,5427,4.493193
454,Casual User,9,5203,4.4904413
454,Casual User,10,5214,4.4859242
455,Casual User,1,5306,4.762983
455,Casual User,2,5300,4.752979
455,Casual User,3,5303,4.7497067
455,Casual User,4,5302,4.7407227
455,Casual User,5,5298,4.7241306
455,Casual User,6,5194,4.4988794
455,Casual User,7,5427,4.4972425
455,Casual User,8,5201,4.496193
455,Casual User,9,5052,4.491959
455,Casual User,10,5203,4.4908686
456,Casual User,1,5306,4.7627335
456,Casual User,2,5300,4.7528105
456,Casual User,3,5303,4.749379
456,Casual User,4,5302,4.7403297
456,Casual User,5,5298,4.7237267
456,Casual User,6,5194,4.5011883
456,Casual User,7,5201,4.497749
456,Casual User,8,5427,4.496721
456,Casual User,9,5101,4.4954243
456,Casual User,10,5203,4.4923706
457,Casual User,1,5306,4.76099
457,Casual User,2,5300,4.7508945
457,Casual User,3,5303,4.747838
457,Casual User,4,5302,4.7387357
457,Casual User,5,5298,4.722204
457,Casual User,6,5194,4.4988236
457,Casual User,7,5201,4.49611
457,Casual User,8,5427,4.495124
457,Casual User,9,5203,4.49071
457,Casual User,10,5101,4.4898114
458,Casual User,1,5306,4.7609963
458,Casual User,2,5300,4.7508993
458,Casual User,3,5303,4.747821
458,Casual User,4,5302,4.738701
458,Casual User,5,5298,4.722183
458,Casual User,6,5194,4.4992676
458,Casual User,7,5201,4.496456
458,Casual User,8,5427,4.4951487
458,Casual User,9,5052,4.4925337
458,Casual User,10,5101,4.4912024
459,Casual User,1,5306,4.7624483
459,Casual User,2,5300,4.7524223
459,Casual User,3,5303,4.7491665
459,Casual User,4,5302,4.74012
459,Casual User,5,5298,4.7235713
459,Casual User,6,5194,4.4996276
459,Casual User,7,5201,4.496764
459,Casual User,8,5427,4.4967117
459,Casual User,9,5052,4.4934177
459,Casual User,10,5203,4.4914346
460,Casual User,1,5306,4.7636976
460,Casual User,2,5300,4.75381
460,Casual User,3,5303,4.7503176
460,Casual User,4,5302,4.741336
460,Casual User,5,5298,4.7247543
460,Casual User,6,5194,4.5004115
460,Casual User,7,5427,4.4979305
460,Casual User,8,5201,4.4972944
460,Casual User,9,5052,4.494052
460,Casual User,10,5101,4.4932933
461,Casual User,1,5306,4.7610836
461,Casual User,2,5300,4.7509494
461,Casual User,3,5303,4.7479568
461,Casual User,4,5302,4.7388883
461,Casual User,5,5298,4.722307
461,Casual User,6,5194,4.4980464
461,Casual User,7,5201,4.495524
461,Casual User,8,5427,4.495171
461,Casual User,9,5052,4.490548
461,Casual User,10,5203,4.4901714
462,Casual User,1,5306,4.7623606
462,Casual User,2,5300,4.7523637
462,Casual User,3,5303,4.749055
462,Casual User,4,5302,4.739975
462,Casual User,5,5298,4.723484
462,Casual User,6,5194,4.500292
462,Casual User,7,5201,4.4972878
462,Casual User,8,5427,4.496724
462,Casual User,9,5052,4.494404
462,Casual User,10,5101,4.493599
463,Casual User,1,5306,4.7606134
463,Casual User,2,5300,4.7506027
463,Casual User,3,5303,4.7474284
463,Casual User,4,5302,4.7383075
463,Casual User,5,5298,4.721624
463,Casual User,6,5194,4.5006266
463,Casual User,7,5201,4.4970865
463,Casual User,8,5427,4.4940352
463,Casual User,9,5052,4.4934855
463,Casual User,10,5101,4.493337
464,Casual User,1,5306,4.76355
464,Casual User,2,5300,4.753584
464,Casual User,3,5303,4.750205
464,Casual User,4,5302,4.741231
464,Casual User,5,5298,4.724637
464,Casual User,6,5194,4.4995985
464,Casual User,7,5427,4.4978385
464,Casual User,8,5201,4.4967422
464,Casual User,9,5052,4.4933653
464,Casual User,10,5203,4.491441
465,Casual User,1,5306,4.763284
465,Casual User,2,5300,4.753331
465,Casual User,3,5303,4.749906
465,Casual User,4,5302,4.7408853
465,Casual User,5,5298,4.7242966
465,Casual User,6,5194,4.5007076
465,Casual User,7,5201,4.497526
465,Casual User,8,5427,4.497466
465,Casual User,9,5101,4.495393
465,Casual User,10,5052,4.4952955
466,Casual User,1,5306,4.7611346
466,Casual User,2,5300,4.7510414
466,Casual User,3,5303,4.7479753
466,Casual User,4,5302,4.7388935
466,Casual User,5,5298,4.7223096
466,Casual User,6,5194,4.4988184
466,Casual User,7,5201,4.496053
466,Casual User,8,5427,4.495126
466,Casual User,9,5052,4.491561
466,Casual User,10,5203,4.49067
467,Casual User,1,5306,4.7616825
467,Casual User,2,5300,4.7516036
467,Casual User,3,5303,4.748518
467,Casual User,4,5302,4.7394733
467,Casual User,5,5298,4.722937
467,Casual User,6,5194,4.498114
467,Casual User,7,5427,4.495984
467,Casual User,8,5201,4.495639
467,Casual User,9,5203,4.490265
467,Casual User,10,5214,4.485504
468,Casual User,1,5306,4.759565
468,Casual User,2,5300,4.7494082
468,Casual User,3,5303,4.7465005
468,Casual User,4,5302,4.737328
468,Casual User,5,5298,4.7207646
468,Casual User,6,5194,4.4989376
468,Casual User,7,5201,4.496063
468,Casual User,8,5427,4.493347
468,Casual User,9,5052,4.4914474
468,Casual User,10,5203,4.490615
469,Casual User,1,5306,4.7611375
469,Casual User,2,5300,4.751031
469,Casual User,3,5303,4.748008
469,Casual User,4,5302,4.738942
469,Casual User,5,5298,4.722371
469,Casual User,6,5194,4.498133
469,Casual User,7,5201,4.495579
469,Casual User,8,5427,4.4952335
469,Casual User,9,5203,4.490193
469,Casual User,10,5101,4.4882884
470,Casual User,1,5306,4.7617345
470,Casual User,2,5300,4.7516556
470,Casual User,3,5303,4.748595
470,Casual User,4,5302,4.7396
470,Casual User,5,5298,4.722927
470,Casual User,6,5194,4.497682
470,Casual User,7,5427,4.4956245
470,Casual User,8,5201,4.4951534
470,Casual User,9,5203,4.489786
470,Casual User,10,5052,4.48947
471,Casual User,1,5306,4.7631516
471,Casual User,2,5300,4.753169
471,Casual User,3,5303,4.7498274
471,Casual User,4,5302,4.7408295
471,Casual User,5,5298,4.7242327
471,Casual User,6,5194,4.499707
471,Casual User,7,5427,4.4973583
471,Casual User,8,5201,4.4967937
471,Casual User,9,5052,4.4934864
471,Casual User,10,5203,4.4914804
472,Casual User,1,5306,4.762832
472,Casual User,2,5300,4.7528496
472,Casual User,3,5303,4.7494845
472,Casual User,4,5302,4.7404246
472,Casual User,5,5298,4.723913
472,Casual User,6,5194,4.500537
472,Casual User,7,5201,4.4974785
472,Casual User,8,5427,4.497202
472,Casual User,9,5052,4.495066
472,Casual User,10,5101,4.4946933
473,Casual User,1,5306,4.761465
473,Casual User,2,5300,4.7513566
473,Casual User,3,5303,4.7483263
473,Casual User,4,5302,4.739299
473,Casual User,5,5298,4.722657
473,Casual User,6,5194,4.4979057
473,Casual User,7,5427,4.4954195
473,Casual User,8,5201,4.4953594
473,Casual User,9,5052,4.4901524
473,Casual User,10,5203,4.4900117
474,Casual User,1,5306,4.763377
474,Casual User,2,5300,4.7535033
474,Casual User,3,5303,4.7499914
474,Casual User,4,5302,4.740985
474,Casual User,5,5298,4.724369
474,Casual User,6,5194,4.501116
474,Casual User,7,5201,4.4977
474,Casual User,8,5427,4.497406
474,Casual User,9,5052,4.4949856
474,Casual User,10,5203,4.4923124
475,Casual User,1,5306,4.7614284
475,Casual User,2,5300,4.7513514
475,Casual User,3,5303,4.7482514
475,Casual User,4,5302,4.73918
475,Casual User,5,5298,4.722622
475,Casual User,6,5194,4.4987803
475,Casual User,7,5201,4.496072
475,Casual User,8,5427,4.49555
475,Casual User,9,5052,4.4915314
475,Casual User,10,5203,4.4906893
476,Casual User,1,5306,4.7641664
476,Casual User,2,5300,4.754277
476,Casual User,3,5303,4.750752
476,Casual User,4,5302,4.7418036
476,Casual User,5,5298,4.7251554
476,Casual User,6,5194,4.500508
476,Casual User,7,5427,4.4982834
476,Casual User,8,5201,4.497333
476,Casual User,9,5052,4.494611
476,Casual User,10,5101,4.494524
477,Casual User,1,5306,4.7613544
477,Casual User,2,5300,4.75129
477,Casual User,3,5303,4.748143
477,Casual User,4,5302,4.7390423
477,Casual User,5,5298,4.7224884
477,Casual User,6,5194,4.4996386
477,Casual User,7,5201,4.4966893
477,Casual User,8,5427,4.495408
477,Casual User,9,5052,4.4930816
477,Casual User,10,5101,4.492149
478,Casual User,1,5306,4.763559
478,Casual User,2,5300,4.753616
478,Casual User,3,5303,4.75022
478,Casual User,4,5302,4.7412624
478,Casual User,5,5298,4.724614
478,Casual User,6,5194,4.4996395
478,Casual User,7,5427,4.4976454
478,Casual User,8,5201,4.496682
478,Casual User,9,5052,4.493053
478,Casual User,10,5101,4.492315
479,Casual User,1,5306,4.7614884
479,Casual User,2,5300,4.7514467
479,Casual User,3,5303,4.748216
479,Casual User,4,5302,4.739087
479,Casual User,5,5298,4.722539
479,Casual User,6,5194,4.500783
